,YAD,AECI,HST,TAL,DUK,FPC,CPLE,CPLW,EEI,ERCOT,FPL,GRID,ISNE,JEA,LGEE,MISO,NSB,NYISO,NWMT,OVEC,PJM,AEC,PNM,SEC,SC,SEPA,SOCO,SWPP,SPA,TEC,TVA,WACM,WAUW
6828,0,2512,54,223,8655,4375,4775,437,0,31420,11412,0,11141,1062,2712,59418,34,13782,1352,0,67537,383,1394,3,1836,0,20453,25892,59,1824,12650,2165,78
6829,0,2679,59,236,9096,4845,5043,462,0,32824,12606,0,11935,1137,2839,61479,40,14565,1404,0,70146,400,1458,60,1896,0,20684,26737,48,1992,13091,2238,84
6830,0,2727,66,263,9510,5429,5236,496,0,34092,14319,0,11953,1241,2950,63583,47,15139,1449,0,72104,435,1491,94,1915,0,21668,27256,71,2232,13744,2276,85
6831,0,2590,71,290,9884,6029,5400,508,0,34968,15617,0,12063,1352,3053,64652,53,15376,1477,0,73041,478,1490,57,2039,0,22607,27204,42,2472,14194,2283,90
6832,0,2488,78,320,10233,6622,5635,518,0,35176,16614,0,11917,1447,3069,64656,58,15390,1440,0,72720,515,1461,79,2110,0,23639,26932,59,2677,14310,2275,86
6833,0,2314,81,344,10666,7173,5921,528,0,34953,17346,0,11697,1506,3011,64066,62,15292,1412,0,71962,564,1430,139,2211,0,24648,26395,48,2842,14266,2284,88
6834,0,2211,82,366,11110,7627,6193,542,0,34498,17723,0,11827,1566,3015,63406,65,15096,1388,0,71797,592,1404,186,2308,0,25540,25884,61,2995,14001,2265,81
6835,0,2137,84,388,11633,8002,6563,536,0,34184,17930,0,11522,1610,2944,62708,70,15041,1352,0,71721,630,1390,199,2399,0,26137,25456,58,3098,14016,2228,85
6836,0,2077,85,405,12101,8234,6930,535,0,34129,17943,0,11512,1636,2932,62257,71,15122,1311,0,71894,651,1379,170,2505,0,26456,25133,54,3169,13964,2195,80
6837,0,2060,86,415,12448,8357,6296,535,0,34308,17842,0,11901,1672,2967,62261,73,15389,1290,0,72436,650,1378,115,2562,0,26665,25004,56,3193,14156,2193,79
6838,0,2050,83,412,12480,8232,7257,530,0,34560,17430,0,12431,1668,2946,62828,69,15717,1251,0,73253,640,1402,108,2564,0,26423,25008,50,3132,14212,2179,77
6839,0,2080,82,391,12138,7769,7024,519,0,34763,16806,0,12945,1605,2943,63167,66,16155,1229,0,74485,616,1436,201,2448,0,25755,25114,58,2969,14239,2201,78
6840,0,2184,82,385,12015,7413,6920,538,0,34602,16609,0,12831,1580,3015,64458,63,16352,1230,0,76850,605,1477,140,2402,0,25665,25152,46,2878,14551,2153,79
6841,0,2267,81,370,11592,6969,6577,518,0,35461,16077,0,12412,1509,3070,65495,59,15985,1278,0,76204,589,1522,107,2288,0,25244,25859,58,2725,14691,2159,80
6842,0,2170,78,345,10995,6459,6215,492,0,35348,15327,0,11806,1413,2972,64320,53,15487,1361,0,73965,553,1592,49,2141,0,24159,25784,61,2539,14365,2238,86
6843,0,2169,74,319,10289,5899,5787,460,0,34505,14419,0,11038,1308,2933,62508,50,14792,1381,0,70975,498,1589,14,2016,0,22772,25296,61,2355,13969,2226,85
6844,0,2140,70,293,9559,5347,5356,419,0,33309,13424,0,10221,1208,2788,60203,46,13969,1353,0,68850,474,1527,18,1888,0,21433,24534,53,2185,13251,2191,81
6845,0,2011,65,270,8885,4862,4968,390,0,31776,12469,0,9937,1118,2655,57688,41,13174,1297,0,66280,433,1470,18,1777,0,20084,23674,52,2009,12662,2157,83
6846,0,2005,61,250,8416,4483,4661,369,0,30358,11622,0,10046,1042,2626,55823,38,12662,1251,0,64290,395,1239,0,1696,0,19385,23069,46,1850,12218,2079,77
6847,0,1948,57,236,8122,4220,4505,363,0,29468,11025,0,9788,988,2592,54497,36,12343,1226,0,62834,377,1360,0,1647,0,19060,22688,54,1755,11963,2021,77
6848,0,1967,55,226,7921,4046,4393,358,0,28835,10647,0,9689,959,2542,53857,34,12154,1186,0,62166,362,1315,4,1613,0,18644,22544,62,1695,11841,2001,77
6849,0,1981,54,219,7846,3948,4328,358,0,28452,10453,0,9915,951,2557,53681,35,12110,1172,0,62056,349,1300,4,1641,0,18464,22490,52,1647,11777,2004,76
6850,0,2001,54,218,7905,3951,4378,369,0,28345,10479,0,10099,960,2622,53828,34,12311,1166,0,63108,346,1299,9,1652,0,18787,22586,45,1629,12017,1994,76
6851,0,2116,55,222,8141,4065,4523,389,0,28599,10706,0,10104,989,2735,54808,35,12767,1179,0,64999,353,1295,3,1719,0,19085,22961,52,1649,12151,2006,76
6852,0,2178,54,226,8441,4233,4694,422,0,29262,11059,0,10532,1031,2854,56512,37,13215,1197,0,66117,366,1305,0,1780,0,18999,23621,59,1696,12870,2047,77
6853,0,2369,61,241,9008,5993,5054,456,0,30166,12456,0,10615,1130,2982,58305,42,13776,1251,0,68458,384,1353,26,1865,0,19403,24303,50,1879,13647,2080,79
6854,0,2442,70,273,9511,5444,5472,488,0,31299,14336,0,10483,1267,3067,60359,50,14106,1292,0,69962,433,1370,25,2004,0,20382,24787,62,2160,14085,2148,85
6855,0,2349,76,308,9693,6112,5824,493,0,32523,15785,0,10587,1388,3060,61495,55,14285,1323,0,70370,483,1378,22,2090,0,21286,24933,32,2453,14141,2201,85
6856,0,2199,81,342,9850,6757,6163,489,0,33343,16849,0,10142,1501,3051,61956,59,14298,1332,0,70468,527,1375,46,2185,0,22124,24773,56,2669,13985,2188,87
6857,0,2147,86,372,9969,7349,6417,498,0,34192,17759,0,10143,1594,3003,62344,63,14275,1325,0,70659,568,1353,130,2302,0,22978,24732,42,2879,13886,2125,85
6858,0,2073,89,401,10074,7912,6587,497,0,35055,18624,0,10152,1678,2958,62574,67,14233,1309,0,70894,608,1342,175,2439,0,23780,24688,53,3056,13847,2135,82
6859,0,2056,90,423,10080,8339,6687,475,0,36071,19140,0,10317,1732,2952,62678,68,14304,1294,0,70798,626,1353,168,2569,0,24260,24641,49,3160,13896,2151,83
6860,0,1984,93,436,10135,8645,6702,495,0,37365,19423,0,10796,1775,2906,62909,70,14537,1262,0,71320,635,1360,159,2709,0,24546,24651,43,3242,13952,2053,84
6861,0,2008,93,438,10275,8760,6726,506,0,38846,19427,0,11386,1812,2982,63432,72,15005,1265,0,72443,647,1377,174,2747,0,24622,24803,55,3306,14036,2054,79
6862,0,2038,93,436,10511,8723,6790,522,0,39926,18958,0,12241,1783,3045,64387,71,15508,1247,0,73985,643,1409,156,2711,0,24698,25099,41,3290,14323,2067,81
6863,0,2062,90,422,10740,8282,6878,530,0,40428,18144,0,12964,1717,3035,65407,67,16117,1261,0,75959,621,1463,147,2581,0,24584,25436,45,3159,14456,2116,78
6864,0,2134,91,416,11049,7993,6954,550,0,40333,17863,0,12883,1694,3210,66851,63,16307,1271,0,78086,616,1516,154,2518,0,25142,25611,47,3080,15018,2158,82
6865,0,2238,90,403,10830,7511,6750,536,0,41166,17176,0,12365,1621,3194,68251,59,15942,1318,0,77563,604,1569,126,2340,0,24696,26452,57,2928,15256,2192,86
6866,0,2204,87,378,10343,6876,6348,496,0,40695,16190,0,11744,1501,3102,66684,54,15348,1348,0,74625,566,1617,72,2229,0,23657,26158,52,2705,14827,2262,88
6867,0,2070,80,348,9702,6168,5895,461,0,39338,14994,0,11059,1361,2909,63966,48,14588,1305,0,71141,526,1603,72,2064,0,22148,25365,46,2462,14179,2233,90
6868,0,1942,72,316,9063,5477,5450,431,0,37309,13656,0,10270,1231,2761,60979,42,13755,1244,0,67788,475,1540,18,1945,0,21009,24311,54,2221,13357,2163,82
6869,0,1849,65,288,8545,4914,5074,395,0,34959,12582,0,9713,1124,2676,58297,39,13105,1183,0,65467,433,1457,0,1763,0,20109,23208,44,2020,12672,2052,82
6870,0,1760,60,267,8230,4559,4845,376,0,33085,11674,0,9338,1052,2610,56668,37,12647,1143,0,64025,404,1380,0,1649,0,19792,22507,58,1910,12348,1982,73
6871,0,1767,57,252,8031,4294,4704,375,0,31730,11128,0,9368,1001,2606,55625,33,12416,1098,0,64051,383,1321,0,1609,0,19309,22152,46,1836,12126,1950,78
6872,0,1798,55,243,7977,4174,4660,374,0,30995,10842,0,9439,984,2626,55374,34,12323,1090,0,64259,373,1281,0,1637,0,18997,22026,43,1789,11997,1902,72
6873,0,1811,55,242,8130,4195,4737,385,0,30788,10892,0,9692,999,2633,56014,32,12499,1086,0,64850,366,1271,0,1625,0,19082,22066,48,1800,12130,1877,75
6874,0,1894,58,255,8712,4434,5079,420,0,31183,11474,0,10109,1081,2843,57802,33,13155,1094,0,67571,371,1263,0,1665,0,19933,22466,50,1895,12724,1916,73
6875,0,2065,59,281,9802,4852,5713,484,0,32684,12387,0,11231,1209,3228,61875,37,14359,1105,0,74605,397,1268,0,1690,0,21117,23672,54,2062,14092,1960,74
6876,0,2325,57,301,10357,5123,5939,514,0,34960,12779,0,12193,1267,3411,67260,39,15441,1158,0,79799,428,1318,0,1775,0,22551,25776,56,2115,15325,2057,79
6877,0,2411,58,308,10474,5418,6024,547,0,36540,13791,0,12427,1302,3497,70189,43,16162,1254,0,81523,437,1425,118,1956,0,23049,27064,55,2192,15792,2233,83
6878,0,2335,66,334,10674,6001,6225,562,0,37482,15486,0,12355,1403,3570,70637,49,16627,1334,0,82078,457,1486,122,2132,0,23836,27178,56,2445,15809,2300,92
6879,0,2270,69,364,10917,6702,6473,548,0,39235,16945,0,12264,1515,3554,70460,56,16737,1342,0,82332,496,1487,95,2256,0,24445,27243,61,2702,15798,2318,88
6880,0,2204,75,396,11164,7417,6696,542,0,41225,18182,0,12104,1649,3539,70494,60,16732,1330,0,81899,533,1442,149,2412,0,25313,27347,53,2946,15765,2291,91
6881,0,2135,81,428,11382,8082,6956,556,0,43267,19201,0,12066,1779,3549,70636,64,16685,1320,0,81739,583,1453,156,2509,0,26114,27427,56,3145,15654,2210,92
6882,0,2070,85,453,11764,8619,7246,623,0,45238,20060,0,11992,1913,3550,70687,69,16766,1311,0,82036,611,1454,156,2640,0,27005,27476,53,3309,15753,2212,90
6883,0,2054,89,474,12074,9022,7492,515,0,46912,20595,0,11996,1991,3553,70827,72,16936,1298,0,82199,637,1450,168,2731,0,27735,27756,67,3444,15627,2178,87
6884,0,2037,92,485,12373,9355,7640,531,0,48298,20897,0,12372,2024,3524,70337,73,17168,1284,0,82515,642,1475,159,2775,0,28054,27889,54,3548,15780,2162,90
6885,0,2089,95,488,12580,9474,7763,545,0,49391,20966,0,13026,2047,3540,69891,74,17473,168,0,83228,627,1501,33,2745,0,28042,28073,64,3598,15758,2162,85
6886,0,2142,95,494,12511,9360,7720,546,0,49799,20491,0,13851,2039,3472,70028,72,17711,138,0,84130,616,1549,31,2712,0,27860,28339,60,3552,15827,2165,92
6887,0,2172,94,466,12200,8903,7498,563,0,49620,19639,0,14408,1971,3477,70451,70,18040,156,0,84778,614,1576,21,2670,0,27344,28381,56,3418,15768,2171,88
6888,0,2234,96,437,12234,8584,7389,583,0,49130,19275,0,14206,1937,3611,71952,66,18093,148,0,86947,620,1592,15,2669,0,27874,28425,65,3335,16276,2236,90
6889,0,2317,92,415,11694,8055,6973,566,0,49211,18338,0,13527,1860,3570,72919,61,17455,176,0,85030,617,1633,15,2484,0,27300,28977,72,3111,16373,2228,91
6890,0,2294,86,392,10913,7353,6399,543,0,48163,17066,0,12532,1733,3418,71239,57,16546,238,0,80938,578,1700,72,2445,0,25990,28553,65,2852,15755,2272,96
6891,0,2184,77,365,9988,6527,5798,487,0,46085,15664,0,11341,1564,3227,68326,49,15430,218,0,75701,541,1689,0,2287,0,24216,27551,64,2583,15061,2225,93
6892,0,2022,69,329,9162,5758,5221,444,0,43133,14132,0,10330,1425,3042,64642,45,14251,205,0,71034,493,1604,0,2103,0,22778,26125,54,2331,14073,2130,88
6893,0,1886,62,288,8606,5198,4840,417,0,40134,12825,0,9624,1305,2922,61336,41,13357,94,0,68089,447,1488,0,2005,0,21556,24612,65,2131,13304,2054,82
6894,0,1813,58,269,8293,4810,4595,402,0,37907,11841,0,9480,1237,2832,59031,36,12862,67,0,66723,423,1383,0,1858,0,20589,23710,50,2003,12744,2000,64
6895,0,1722,54,257,8120,4553,4457,401,0,36547,11206,0,9328,1196,2767,57920,37,12563,1093,0,66019,408,1328,0,1826,0,20322,23128,59,1918,12351,1952,64
6896,0,1741,51,250,8068,4396,4412,399,0,35683,10868,0,9290,1170,2749,57317,34,12466,1083,0,66052,393,1295,0,1778,0,20280,22825,51,1854,12361,1910,63
6897,0,1713,51,249,8208,4409,4513,414,0,35316,10736,0,9584,1182,2766,57473,37,12716,1089,0,67016,398,1278,0,1800,0,20385,22756,57,1839,12412,1909,65
6898,0,1755,54,262,8836,4684,4880,450,0,35800,11313,0,10227,1268,2947,58962,36,13577,1094,0,70045,407,1272,0,1859,0,21266,23058,53,1977,12967,1947,71
6899,0,1908,56,297,9956,5170,5533,517,0,37669,12398,0,11929,1405,3297,62906,38,15323,1117,0,78077,434,1282,5,2026,0,22641,24190,58,2165,13988,1970,75
6900,0,2096,54,339,10485,5437,5722,561,0,40779,12794,0,12820,1470,3497,68057,42,16410,1173,0,82900,484,1335,7,2079,0,23867,26371,62,2210,15357,2099,75
6901,0,2180,54,342,10516,5653,5686,577,0,42098,13395,0,12549,1468,3521,70637,45,16599,1304,0,83378,470,1466,109,2098,0,23884,27745,52,2249,15552,2285,83
6902,0,2108,61,337,10546,6133,5741,575,0,42524,14662,0,11951,1502,3520,71118,53,16570,1392,0,82547,475,1518,38,2214,0,24356,27927,65,2416,15675,2354,95
6903,0,2108,68,344,10678,6698,5781,548,0,44192,16010,0,11453,1571,3580,71643,58,16468,1398,0,81961,476,1499,37,2273,0,24918,28131,57,2627,15789,2347,89
6904,0,2082,74,358,10774,7301,5905,545,0,46364,17263,0,11288,1637,3546,72552,62,16368,1354,0,81582,486,1457,84,2401,0,25395,28495,60,2847,16018,2315,89
6905,0,2088,79,358,10931,7901,6100,534,0,48639,18452,0,11156,1736,3575,73044,68,16262,1328,0,82011,500,1441,84,2432,0,25650,28784,70,3051,16017,2277,90
6906,0,2075,83,363,11147,8430,6331,533,0,50898,19495,0,11233,1840,3589,73434,68,16264,1310,0,82086,501,1405,0,2569,0,25975,29076,63,3265,16262,2238,87
6907,0,2119,87,374,11304,8838,6435,520,0,52745,20173,0,11398,1884,3623,73956,73,16269,1274,0,82194,511,1479,0,2677,0,26168,29353,71,3406,16246,2214,96
6908,0,2082,91,387,11365,9051,6534,518,0,54304,20652,0,11795,1901,3597,73936,74,16440,1267,0,82554,534,1487,0,2788,0,26217,29346,58,3509,16229,2174,92
6909,0,2125,95,362,11357,9182,6561,534,0,55867,20698,0,12502,1879,3637,73739,74,16802,1255,0,83180,538,1529,33,2825,0,26218,29168,61,3557,16146,2141,87
6910,0,2139,97,378,11319,9000,6573,541,0,56994,20201,0,13447,1840,3587,73712,72,17199,1236,0,83764,546,1535,31,2818,0,26353,28923,64,3520,16311,2153,78
6911,0,2199,96,377,11462,8561,6680,564,0,56476,19428,0,14234,1828,3592,73842,68,17706,1253,0,84828,555,1562,21,2714,0,26402,28552,65,3381,16431,2160,80
6912,0,2241,97,392,11807,8401,6807,583,0,54480,19160,0,14162,1837,3684,74951,66,17804,1251,0,86845,586,1564,15,2677,0,27010,28362,64,3329,17044,2192,93
6913,0,2326,95,388,11533,7922,6574,568,0,53424,18339,0,13512,1770,3652,75027,61,17197,1297,0,84942,581,1577,0,2542,0,26670,28674,59,3146,17105,2258,96
6914,0,2266,88,363,10926,7334,6164,537,0,51740,17131,0,12573,1675,3484,73053,57,16402,1327,0,80946,547,1622,10,2349,0,25581,28152,71,2902,16645,2308,98
6915,0,2132,79,337,10101,6627,5640,503,0,48972,15686,0,11413,1536,3328,69494,50,15325,1313,0,75751,495,1601,10,2171,0,24053,27090,59,2654,15771,2271,92
6916,0,2015,71,314,9304,5947,5155,450,0,45256,14274,0,10504,1403,3092,65779,46,14172,1253,0,71454,473,1528,0,1946,0,22722,25674,54,2429,14823,2178,92
6917,0,1914,63,288,8735,5436,4804,414,0,41513,12984,0,10111,1301,2982,62076,43,13360,1170,0,68643,438,1430,0,1820,0,21652,24408,70,2238,13858,2063,85
6918,0,1828,59,269,8405,5069,4617,401,0,38385,12111,0,10020,1229,2875,59741,39,12882,1111,0,66553,412,1324,0,1712,0,21067,23494,49,2089,13324,1975,81
6919,0,1843,56,257,8235,4831,4530,391,0,36316,11507,0,9854,1175,2768,58236,39,12613,1088,0,65376,405,1323,0,1686,0,20784,23030,47,1999,12951,1912,79
6920,0,1853,53,247,8165,4682,4474,388,0,34921,11122,0,9855,1155,2746,57473,37,12530,1075,0,65075,394,1242,0,1667,0,20619,22765,50,1930,12670,1916,75
6921,0,1842,53,247,8311,4693,4588,399,0,34207,11126,0,10164,1170,2701,57419,37,12731,1070,0,66215,391,1223,0,1664,0,20786,22763,53,1915,12650,1939,79
6922,0,1902,56,259,8902,4984,4938,429,0,34168,11759,0,10754,1257,2836,58776,39,13575,1067,0,69939,404,1224,0,1708,0,21553,23122,60,2017,12930,1974,75
6923,0,2132,59,295,10006,5479,5616,470,0,35387,12845,0,12342,1395,3114,62569,41,15314,1090,0,76868,441,1248,5,1802,0,23329,24189,46,2223,13795,2024,79
6924,0,2403,56,351,10643,5775,5946,525,0,37786,13322,0,13238,1458,3293,68025,44,16489,1131,0,81764,485,1320,7,1814,0,24430,26363,54,2266,14915,2133,79
6925,0,2441,58,352,10723,5955,5994,535,0,38747,14162,0,12942,1474,3376,70809,44,16893,1247,0,82787,468,1448,31,1811,0,24289,27754,60,2316,15093,2252,82
6926,0,2352,65,356,10858,6538,6106,543,0,38557,15806,0,12424,1431,3455,70982,51,17182,1336,0,83787,484,1496,50,1836,0,24865,27823,73,2568,15253,2323,91
6927,0,2328,71,366,11023,7259,6239,545,0,38862,17291,0,12161,1556,3510,71186,58,17465,1320,0,84598,495,1480,30,1860,0,25445,27876,56,2856,15415,2299,91
6928,0,2194,78,382,11074,7857,6304,550,0,39229,18580,0,12296,1801,3531,71528,63,17563,1291,0,85070,505,1447,88,1883,0,25955,27833,68,3078,15498,2260,90
6929,0,2151,84,397,11071,8348,6341,534,0,39402,19682,0,12485,1871,3527,71459,68,17671,1272,0,85335,508,1421,88,1917,0,26146,27589,65,3255,15543,2208,84
6930,0,2158,89,429,11116,8768,6407,535,0,39205,20663,0,12635,1887,3520,71114,74,17691,1263,0,85374,508,1410,0,1987,0,26442,27331,65,3408,15536,2162,89
6931,0,2088,93,425,11150,8902,6381,531,0,39162,21385,0,12922,2005,3500,70922,74,17752,1240,0,84912,510,1425,37,2024,0,26560,27279,64,3534,15448,2174,84
6932,0,2064,97,420,11168,9008,6373,520,0,38961,21904,0,13213,2082,3474,70313,73,17909,1241,0,84477,523,1445,29,2060,0,26618,27198,60,3624,15423,2157,85
6933,0,2064,99,404,11237,8825,6386,520,0,38853,21996,0,13667,2062,3450,69988,73,18131,1234,0,84717,542,1475,29,2084,0,26616,27115,60,3605,15426,2142,83
6934,0,2114,101,407,11176,8550,6466,536,0,38859,21692,0,14284,2014,3460,70124,66,18474,1236,0,85248,554,1515,0,2124,0,26289,27105,70,3408,15589,2167,82
6935,0,2146,100,403,11146,8175,6546,555,0,38593,20834,0,14736,1971,3501,70348,63,18602,1235,0,86553,551,1528,0,2194,0,25792,27103,60,3241,15604,2190,80
6936,0,2273,101,407,11422,8055,6715,581,0,38413,20367,0,14427,1923,3597,71788,64,18316,1236,0,87769,557,1556,0,2273,0,26206,27242,68,3174,16109,250,80
6937,0,2408,98,389,11155,7716,6457,574,0,39231,19460,0,13772,1825,3611,72413,60,17648,1264,0,86094,553,1586,0,2203,0,25787,27896,53,3039,16355,2253,81
6938,0,2404,90,358,10590,7219,6031,561,0,38769,18209,0,12807,1696,3496,71008,53,16770,1291,0,82568,519,1628,78,2114,0,24631,27603,71,2855,15916,2272,87
6939,0,2352,82,340,9821,6534,5531,517,0,37236,16685,0,11631,1539,3340,68026,50,15621,1262,0,77601,481,1613,44,2064,0,22845,26722,61,2632,15221,2228,84
6940,0,2196,74,306,9123,5848,5029,468,0,34754,15209,0,10574,1381,3181,64533,44,14303,1198,0,73529,420,1534,73,1908,0,21357,25443,47,2407,14266,2145,78
6941,0,2103,66,287,8653,5336,4512,446,0,32205,13818,0,9948,1261,3054,61230,43,13355,1123,0,70716,379,1435,13,1816,0,20217,24245,56,2205,13544,2065,77
6942,0,2032,61,260,8411,4967,4427,439,0,30428,12798,0,9705,1176,2989,59438,38,12818,1078,0,69025,353,1348,28,1786,0,19789,23585,60,2044,13190,1973,73
6943,0,2051,57,224,8254,4718,4398,439,0,29381,12182,0,9660,1108,2953,58484,37,12508,1050,0,68217,335,1301,37,1700,0,19306,23239,52,1948,13009,1938,70
6944,0,2066,55,206,8269,4585,4382,443,0,28722,11795,0,9684,1061,2929,57886,36,12410,1038,0,67771,331,1272,40,1747,0,19079,23109,58,1908,12935,1890,69
6945,0,2114,55,203,8500,4548,4527,466,0,28588,11693,0,10008,1051,3029,57936,36,12589,1034,0,69154,322,1256,67,1743,0,19222,23129,59,1927,13092,1881,67
6946,0,2183,58,214,9203,4777,4969,506,0,29074,12217,0,10280,1107,3087,59644,36,13451,1035,0,72866,342,1246,81,1820,0,20231,23607,63,2027,13821,1909,75
6947,0,2383,61,243,10494,5264,5706,571,0,30890,13230,0,11672,1229,3457,63364,40,15192,1050,0,79977,375,1266,72,2037,0,21642,24789,64,2205,15185,1952,68
6948,0,2598,59,282,11120,5510,5996,630,0,34071,13562,0,12302,1258,3688,68614,40,16498,1105,0,84886,424,1335,62,2094,0,22508,26873,71,2239,16601,2061,70
6949,0,2620,60,281,11102,5611,5956,649,0,35551,14218,0,12512,1243,3719,71047,45,17028,1192,0,85453,411,1475,119,2076,0,22785,28222,63,2261,16892,2215,81
6950,0,2565,67,277,10971,5915,5865,633,0,35618,15706,0,12453,1261,3740,71059,49,17325,1282,0,85152,414,1511,122,2189,0,23022,28216,64,2392,16782,2298,83
6951,0,2416,73,293,10852,6296,5793,606,0,35838,16971,0,12432,1297,3694,70712,51,17432,1309,0,84659,405,1489,124,2229,0,23046,27969,55,2589,16694,2279,85
6952,0,2277,81,296,10689,6702,5737,585,0,36049,18261,0,12623,1332,3597,70103,55,17440,1303,0,83679,407,1473,81,2252,0,23015,27772,60,2781,16312,2267,77
6953,0,2157,87,308,10571,7152,5698,562,0,36184,19259,0,12696,1353,3599,69416,57,17385,1304,0,82861,412,1423,120,2316,0,22859,27545,63,3009,15924,2257,76
6954,0,2111,92,302,10552,7686,5709,554,0,36401,20124,0,12807,1401,3587,68783,60,17388,1246,0,82668,410,1422,135,2349,0,23039,27437,61,3204,15824,2246,78
6955,0,2056,94,303,10446,8022,5661,539,0,36885,20591,0,12828,1454,3547,68491,61,17336,1240,0,81928,421,1441,127,2396,0,23219,27675,60,3310,15605,2234,76
6956,0,2105,99,323,10426,8246,5678,536,0,37430,20711,0,12848,1491,3484,67721,61,17335,1267,0,81351,426,1451,189,2496,0,23202,27821,66,3370,15319,2309,77
6957,0,2072,103,311,10506,8289,5790,526,0,37892,20423,0,13101,1515,3420,67110,63,17534,1296,0,81736,434,1481,199,2556,0,23221,27819,59,3352,15353,2293,74
6958,0,2129,104,304,10574,8046,5929,550,0,38347,19856,0,13628,1491,3345,67304,62,17893,1304,0,82806,436,1512,203,2564,0,23184,27871,62,3247,15411,2303,77
6959,0,2164,103,313,10802,7655,6125,568,0,38403,19062,0,14178,1460,3391,67781,58,18294,1315,0,85184,443,1530,112,2517,0,23203,27811,66,3104,15489,2302,74
6960,0,2207,104,324,11325,7524,6453,610,0,38239,18807,0,14000,1472,3506,69748,59,18162,1302,0,87462,479,1534,45,2493,0,24190,27868,63,3061,16257,2309,76
6961,0,2297,100,319,11171,7092,6333,608,0,39046,18085,0,13434,1418,3488,70905,54,17589,1325,0,86188,480,1580,43,2425,0,24187,28449,65,2902,16559,2287,80
6962,0,2313,93,290,10724,6541,6033,583,0,38714,16862,0,12532,1316,3411,69518,47,16789,1351,0,83083,464,1650,26,2278,0,23352,28066,61,2677,16279,2303,88
6963,0,2233,84,270,10006,5897,5597,567,0,37207,15476,0,11664,1196,3343,66924,44,15667,1332,0,78466,436,1636,435,2087,0,21970,27127,67,2437,15540,2265,87
6964,0,2163,77,241,9335,5211,5170,499,0,34920,14249,0,10708,1086,3179,63797,39,14466,1290,0,74477,398,1568,435,1893,0,20775,25833,57,2200,14787,2167,86
6965,0,2018,70,230,8860,4711,4886,484,0,32534,12950,0,10084,1001,3083,60840,34,13596,1232,0,72061,364,1533,13,1743,0,20105,25190,65,2010,14101,2049,77
6966,0,1962,65,222,8669,4344,4730,479,0,30920,12110,0,9928,946,3014,58955,32,13089,1176,0,70087,340,1366,31,1709,0,19719,23629,64,1892,13697,1987,76
6967,0,1914,62,197,8578,4103,4675,478,0,29875,11540,0,9853,914,2979,57801,29,12792,1150,0,69247,329,1317,11,1630,0,19357,23190,61,1805,13499,1923,71
6968,0,1916,60,186,8628,3966,4710,486,0,29259,11158,0,9978,904,2925,57317,30,12690,1129,0,69153,328,1284,11,1626,0,19233,22939,60,1749,13526,1899,71
6969,0,1931,59,190,8859,3992,4862,500,0,29037,11068,0,10218,923,2948,57483,29,12848,1123,0,70737,329,1267,5,1652,0,19425,22851,53,1752,13796,1887,75
6970,0,2004,61,201,9558,4220,5328,548,0,29663,11559,0,10355,1004,3195,59087,30,13664,1131,0,73312,341,1258,6,1710,0,20268,23148,65,1865,14319,1892,73
6971,0,2140,63,233,10808,4716,6113,609,0,31440,12483,0,11924,1131,3465,62373,32,15355,1145,0,81026,376,1271,27,1901,0,21445,24207,61,2043,15552,1958,70
6972,0,2385,61,275,11403,5006,6381,664,0,34408,12962,0,12890,1186,3702,67452,36,16513,1169,0,85901,427,1313,62,2006,0,23096,26115,72,2115,17013,2045,77
6973,0,2452,62,267,11363,5139,6319,675,0,35887,13762,0,12957,1223,3722,69973,39,16869,1265,0,85981,418,1426,102,2030,0,23213,27471,61,2119,17182,2106,78
6974,0,2419,69,271,11153,5335,6099,659,0,35894,15118,0,12834,1245,3713,70113,42,17042,1347,0,84815,410,1471,119,2018,0,23452,27669,76,2160,17060,2214,85
6975,0,2314,75,287,10913,5526,5935,613,0,36358,16427,0,12623,1279,3649,69701,46,17052,1380,0,83550,411,1473,142,1970,0,23474,27722,65,2248,16588,2306,87
6976,0,2239,81,288,10654,5706,5756,577,0,37123,17361,0,12347,1307,3575,69061,47,16869,1383,0,82140,415,1477,188,1939,0,23317,27831,68,2309,16245,2270,94
6977,0,2193,86,282,10427,5883,5660,550,0,37903,18097,0,12044,1324,3511,68407,48,16716,1398,0,80904,411,1490,196,1979,0,22983,27821,61,2355,15833,2267,92
6978,0,2102,90,290,10371,6032,5622,534,0,38796,18514,0,11937,1359,3488,67961,49,16667,1388,0,80347,406,1509,127,1962,0,22923,27809,71,2397,15627,2227,92
6979,0,2073,92,286,10274,6143,5588,517,0,40035,18676,0,11907,1340,3398,67798,50,16661,1370,0,79325,406,1538,181,1947,0,22688,28066,67,2409,15301,2271,92
6980,0,2076,92,287,10232,6185,5590,515,0,41332,18615,0,12079,1334,3361,67129,52,16606,1362,0,78432,409,1543,242,2067,0,22480,28139,67,2419,15203,2273,94
6981,0,2078,92,289,10246,6188,5673,518,0,42517,18261,0,12558,1365,3319,66786,51,16706,1353,0,78545,407,1521,197,2069,0,22449,28206,69,2436,15126,2257,90
6982,0,2090,91,279,10258,6183,5744,521,0,43658,17909,0,13184,1360,3260,66871,51,17014,1346,0,79333,424,1534,127,2123,0,22288,28299,68,2450,15043,2256,92
